Estadísticos;Repetición;Tiempo (micros);Fuerza (N);RFD (N/s)
Diferencia;;67753944;-43,7;-119,637
Promedio;;;1628,546;-0,645
Máximo;;;2798,72;12261,013

Muestra;Repetición;Tiempo (micros);Fuerza (N);RFD (N/s)
5184;0;59542768;159,83;90,98
5185;0;59554256;156,83;-263,364
5186;0;59565740;153,78;-243,775
5187;0;59577228;151,23;-151,898
5188;0;59588716;150,29;-160,602
5189;0;59600204;147,54;-84,886
5190;0;59611688;148,34;33,948
5191;0;59623180;148,32;-135,794
5192;0;59634664;145,22;-65,297
5193;0;59646152;146,82;78,792
5194;0;59657636;147,03;167,218
5195;0;59669116;150,66;402,524
5196;0;59680616;156,28;393,317
5197;0;59692100;159,7;333,827
5198;0;59703592;163,95;270,717
5199;0;59715076;165,92;142,807
5200;0;59726560;167,23;185,814
5201;0;59738056;170,19;138,381
5202;0;59749540;170,41;-101,845
5203;0;59761032;167,85;-99,704
5204;0;59772508;168,12;76,602
5205;0;59784008;169,61;-123,564
5206;0;59795492;165,28;-325,614
5207;0;59806980;162,13;-439,23
5208;0;59818464;155,19;-643,069
5209;0;59829948;147,36;-684,508
5210;0;59841444;139,46;-565,077
5211;0;59852936;134,37;-319,029
5212;0;59864420;132,13;-171,513
5213;0;59875908;130,43;43,951
5214;0;59887400;133,14;287,641
5215;0;59898888;137,04;174,186
5216;0;59910364;137,14;65,732
5217;0;59921860;138,55;160,546
5218;0;59933348;140,83;289,432
5219;0;59944836;145,2;115,338
5220;0;59956324;143,48;-141,912
5221;0;59967808;141,94;-260,707
5222;0;59979300;137,49;-378,854
5223;0;59990772;133,24;-347,5
5224;0;60002264;129,51;-339,861
5225;0;60013752;125,43;-28,721
5226;0;60025244;128,85;104,493
5227;0;60036720;127,83;-116,208
5228;0;60048220;126,18;-29,586
5229;0;60059704;127,15;162,779
5230;0;60071196;129,92;177,546
5231;0;60082684;131,23;20,46
5232;0;60094168;130,39;-141,017
5233;0;60105660;127,99;-296,396
5234;0;60117144;123,58;-347,5
5235;0;60128624;120,01;-282,23
5236;0;60140104;117,1;-290,252
5237;0;60151604;113,34;-178,789
5238;0;60163092;112,99;-49,182
5239;0;60174580;112,21;-215,877
5240;0;60186068;108,03;-498,258
5241;0;60197540;100,77;-317,834
5242;0;60209036;100,73;175,713
5243;0;60220532;104,81;464,752
5244;0;60232016;111,41;172,384
5245;0;60243504;108,77;-305,101
5246;0;60254992;104,4;-380,463
5247;0;60266476;100,03;-354,032
5248;0;60277956;96,27;-273,901
5249;0;60289404;93,75;-270,848
5250;0;60300884;90,06;-301,724
5251;0;60312372;86,82;-162,722
5252;0;60323868;86,32;-133,136
5253;0;60335356;83,76;-173,224
5254;0;60346844;82,34;-101,028
5255;0;60358320;81,44;-130,158
5256;0;60369816;79,35;-24,8
5257;0;60381304;80,87;310,759
5258;0;60392792;86,49;399,983
5259;0;60404280;90,06;165,012
5260;0;60415760;90,28;140,171
5261;0;60427252;93,28;208,007
5262;0;60438740;95,06;280,39
5263;0;60450220;99,72;325,235
5264;0;60461708;102,53;89,022
5265;0;60473248;101,77;196,683
5266;0;60484740;107,06;449,243
5267;0;60496220;112,09;93,222
5268;0;60507696;109,2;-597,807
5269;0;60519204;98,35;-915,548
5270;0;60530644;88,19;-582,795
5271;0;60542128;84,99;-253,352
5272;0;60553616;82,37;-146,24
5273;0;60565104;81,63;-100,94
5274;0;60576600;80,05;80,07
5275;0;60588084;83,47;352,603
5276;0;60599572;88,15;280,292
5277;0;60611060;89,91;12,622
5278;0;60622548;88,44;-185,379
5279;0;60634040;85,65;-157,093
5280;0;60645528;84,83;-157,066
5281;0;60657024;82,04;-247,736
5282;0;60668496;79,14;-312,5
5283;0;60680000;74,86;-302,279
5284;0;60691488;72,19;-0,871
5285;0;60702972;74,84;20,46
5286;0;60714460;72,66;-2,611
5287;0;60725952;74,78;96,623
5288;0;60737436;74,88;-108,355
5289;0;60748932;72,29;-273,281
5290;0;60760416;68,6;-159,815
5291;0;60771896;68,62;-93,543
5292;0;60783400;66,45;-234,511
5293;0;60794880;63,23;-159,324
5294;0;60806372;62,79;-104,439
5295;0;60817860;60,83;-191,069
5296;0;60829348;58,4;-44,822
5297;0;60840840;59,8;39,607
5298;0;60852324;59,31;-30,467
5299;0;60863816;59,1;63,98
5300;0;60875300;60,78;38,294
5301;0;60886796;59,98;-224,978
5302;0;60898280;55,61;-255,049
5303;0;60909772;54,12;-17,838
5304;0;60921264;55,2;44,41
5305;0;60932740;55,14;51,802
5306;0;60944236;56,39;36,56
5307;0;60955716;55,98;20,021
5308;0;60967212;56,85;161,88
5309;0;60978696;59,7;220,268
5310;0;60990184;61,91;54,386
5311;0;61001680;60,95;-16,104
5312;0;61013160;61,54;162,4
5313;0;61024648;64,68;93,189
5314;0;61036124;63,68;-68,791
5315;0;61047616;63,1;88,338
5316;0;61059104;65,71;210,618
5317;0;61070596;67,94;-22,632
5318;0;61082080;65,19;-126,72
5319;0;61093560;65,03;8,268
5320;0;61105060;65,38;-69,602
5321;0;61116548;63,43;-78,778
5322;0;61128036;63,57;-116,249
5323;0;61139516;60,76;-246,344
5324;0;61151012;57,91;-16,098
5325;0;61162500;60,39;8,269
5326;0;61173988;58,1;16,974
5327;0;61185476;60,78;64,002
5328;0;61196956;59,57;51,802
5329;0;61208448;61,97;52,645
5330;0;61219940;60,78;-130,136
5331;0;61231424;58,98;19,154
5332;0;61242912;61,22;-10,875
5333;0;61254412;58,73;-98,346
5334;0;61265892;58,96;12,626
5335;0;61277380;59,02;-22,201
5336;0;61288864;58,45;-24,813
5337;0;61300352;58,45;-9,137
5338;0;61311848;58,24;-82,231
5339;0;61323336;56,56;-13,492
5340;0;61334824;57,93;218,489
5341;0;61346312;61,58;60,084
5342;0;61357792;59,31;-92,689
5343;0;61369292;59,45;1,741
5344;0;61380772;59,35;119,732
5345;0;61392260;62,2;158,046
5346;0;61403740;62,98;46,57
5347;0;61415236;63,27;100,94
5348;0;61426724;65,3;69,626
5349;0;61438216;64,87;49,173
5350;0;61449704;66,43;142,807
5351;0;61461184;68,15;196,223
5352;0;61472688;70,94;-2,61
5353;0;61484172;68,09;-235,151
5354;0;61495652;65,54;-129,746
5355;0;61507140;65,11;41,333
5356;0;61518636;66,49;105,346
5357;0;61530112;67,53;0,87
5358;0;61541612;66,51;-83,522
5359;0;61553100;65,61;-50,94
5360;0;61564580;65,34;4,353
5361;0;61576072;65,71;114,863
5362;0;61587564;67,98;128,395
5363;0;61599048;68,66;-52,7
5364;0;61610524;66,77;-27,415
5365;0;61622028;68,03;40,463
5366;0;61633508;67,7;-151,08
5367;0;61644996;64,56;-342,096
5368;0;61656484;59,84;-129,723
5369;0;61667968;61,58;96,623
5370;0;61679460;62,06;13,492
5371;0;61690944;61,89;-104,493
5372;0;61702428;59,66;-218,413
5373;0;61713928;56,87;-94,044
5374;0;61725396;57,5;135,453
5375;0;61736888;59,98;235,857
5376;0;61748376;62,92;-40,042
5377;0;61759864;59,06;-296,603
5378;0;61771336;56,11;17,842
5379;0;61782844;59,47;66,968
5380;0;61794332;57,65;-38,321
5381;0;61805808;58,59;149,8
5382;0;61817296;61,09;202,091
5383;0;61828768;63,23;-5,225
5384;0;61840264;60,97;-64,393
5385;0;61851752;61,75;136,664
5386;0;61863240;64,11;14,368
5387;0;61874720;62,08;-139,373
5388;0;61886200;60,91;3,482
5389;0;61897696;62,16;2,611
5390;0;61909184;60,97;-94,011
5391;0;61920672;60;2,613
5392;0;61932144;61,03;25,248
5393;0;61943644;60,58;-17,832
5394;0;61955136;60,62;16,971
5395;0;61966624;60,97;-144,499
5396;0;61978112;57,3;-133,229
5397;0;61989592;57,91;87,483
5398;0;62001088;59,31;-17,838
5399;0;62012576;57,5;-112,726
5400;0;62024064;56,72;80,547
5401;0;62035544;59,35;105,327
5402;0;62047040;59,14;-88,322
5403;0;62058528;57,32;26,105
5404;0;62070024;59,74;174,095
5405;0;62081504;61,32;46,167
5406;0;62092984;60,8;3,483
5407;0;62104476;61,4;-57,856
5408;0;62115972;59,47;-142,708
5409;0;62127460;58,12;-171,543
5410;0;62138940;55,53;4,352
5411;0;62150436;58,22;314,132
5412;0;62161924;62,75;273,281
5413;0;62173416;64,5;26,98
5414;0;62184904;63,37;-182,428
5415;0;62196384;60,31;-90,078
5416;0;62207884;61,3;-135,77
5417;0;62219364;57,19;-367,032
5418;0;62230852;52,87;-20,456
5419;0;62242340;56,72;455,099
5420;0;62253836;63,33;340,296
5421;0;62265320;64,54;80,982
5422;0;62276804;65,19;-125,805
5423;0;62288292;61,65;-73,12
5424;0;62299780;63,51;74,835
5425;0;62311276;63,37;-89,177
5426;0;62322768;61,46;-151,898
5427;0;62334252;59,88;6,096
5428;0;62345732;61,6;158,074
5429;0;62357216;63,51;113,557
5430;0;62368716;64,21;-56,106
5431;0;62380208;62,22;-174,935
5432;0;62391696;60,19;-90,996
5433;0;62403176;60,13;33,078
5434;0;62414672;60,95;61,347
5435;0;62426160;61,54;-198,468
5436;0;62437648;56,39;-151,489
5437;0;62449132;58,06;186,879
5438;0;62460604;60,68;85,742
5439;0;62472108;60,03;-0,87
5440;0;62483592;60,66;50,479
5441;0;62495088;61,19;-58,747
5442;0;62506572;59,31;-18,709
5443;0;62518072;60,76;105,327
5444;0;62529548;61,73;13,492
5445;0;62541048;61,07;-110,966
5446;0;62552528;59,18;-83,174
5447;0;62564012;59,16;91,384
5448;0;62575508;61,28;106,161
5449;0;62586996;61,6;76,602
5450;0;62598484;63,04;67,073
5451;0;62609956;63,14;-73,99
5452;0;62621460;61,34;-112,213
5453;0;62632948;60,56;-38,301
5454;0;62644436;60,46;-60,063
5455;0;62655924;59,18;-107,503
5456;0;62667412;57,99;-47,006
5457;0;62678900;58,1;139,227
5458;0;62690396;61,19;165,767
5459;0;62701884;61,91;-36,573
5460;0;62713364;60,35;-148,006
5461;0;62724856;58,51;23,491
5462;0;62736352;60,89;121,41
5463;0;62747836;61,3;65,732
5464;0;62759324;62,4;28,305
5465;0;62770800;61,95;-31,767
5466;0;62782304;61,67;-6,961
5467;0;62793784;61,79;-78,805
5468;0;62805272;59,86;6,964
5469;0;62816760;61,95;205,468
5470;0;62828244;64,58;26,11
5471;0;62839740;62,55;-141,838
5472;0;62851228;61,32;36,56
5473;0;62862716;63,39;-18,722
5474;0;62874196;60,89;-232,892
5475;0;62885688;58,04;-91,368
5476;0;62897180;58,79;61,358
5477;0;62908668;59,45;115,338
5478;0;62920156;61,44;-16,104
5479;0;62931644;59,08;-15,236
5480;0;62943128;61,09;133,182
5481;0;62954620;62,14;-62,206
5482;0;62966116;59,66;-83,13
5483;0;62977596;60,23;49,626
5484;0;62989088;60,8;74,848
5485;0;63000576;61,95;60,933
5486;0;63012064;62,2;-33,084
5487;0;63023548;61,19;-68,767
5488;0;63035040;60,62;129,633
5489;0;63046536;64,17;184,976
5490;0;63058016;64,87;58,777
5491;0;63069504;65,52;-232,416
5492;0;63080992;59,53;-278,503
5493;0;63092484;59,12;13,488
5494;0;63103976;59,84;-63,98
5495;0;63115460;57,65;-34,825
5496;0;63126948;59,04;128,462
5497;0;63138424;60,6;90,094
5498;0;63149924;61,11;-30,445
5499;0;63161416;59,9;-18,712
5500;0;63172904;60,68;65,286
5501;0;63184392;61,4;109,737
5502;0;63195868;63,2;-5,224
5503;0;63207364;61,28;-115,733
5504;0;63218852;60,54;-67,038
5505;0;63230336;59,74;3,483
5506;0;63241820;60,62;25,679
5507;0;63253312;60,33;-35,677
5508;0;63264804;59,8;25,244
5509;0;63276288;60,91;20,456
5510;0;63287780;60,27;-31,332
5511;0;63299268;60,19;20,46
5512;0;63310752;60,74;93,592
5513;0;63322240;62,34;88,338
5514;0;63333732;62,77;-7,833
5515;0;63345220;62,16;-178,478
5516;0;63356704;58,67;-36,566
5517;0;63368192;61,32;84,856
5518;0;63379684;60,62;-35,683
5519;0;63391172;60,5;111,479
5520;0;63402648;63,18;-49,19
5521;0;63414144;59,37;-116,583
5522;0;63425636;60,5;75,744
5523;0;63437116;61,11;79,227
5524;0;63448608;62,32;63,567
5525;0;63460084;62,57;73,568
5526;0;63471580;64,01;47,433
5527;0;63483064;63,66;-242,778
5528;0;63494564;58,43;-198,433
5529;0;63506044;59,1;22,201
5530;0;63517536;58,94;79,634
5531;0;63529024;60,93;89,224
5532;0;63540512;60,99;-102,734
5533;0;63551996;58,57;-46,578
5534;0;63563484;59,92;-26,114
5535;0;63574972;57,97;-73,12
5536;0;63586460;58,24;71,379
5537;0;63597948;59,61;78,805
5538;0;63609428;60,05;-55,294
5539;0;63620916;58,34;-76,997
5540;0;63632416;58,28;122,238
5541;0;63643904;61,15;130,571
5542;0;63655392;61,28;-38,314
5543;0;63666872;60,27;-74,425
5544;0;63678368;59,57;49,165
5545;0;63689856;61,4;29,606
5546;0;63701336;60,25;-202,891
5547;0;63712824;56,74;-74,848
5548;0;63724316;58,53;44,814
5549;0;63735808;57,77;18,715
5550;0;63747292;58,96;73,133
5551;0;63758780;59,45;34,831
5552;0;63770260;59,76;58,757
5553;0;63781756;60,8;102,698
5554;0;63793240;62,12;86,612
5555;0;63804732;62,79;-61,793
5556;0;63816220;60,7;-94,446
5557;0;63827708;60,62;-50,035
5558;0;63839204;59,55;77,445
5559;0;63850692;62,4;67,038
5560;0;63862176;61,09;-88,415
5561;0;63873652;60,37;-46,127
5562;0;63885156;60,03;-7,83
5563;0;63896640;60,19;222,88
5564;0;63908128;65,15;134,053
5565;0;63919616;63,27;-279,422
5566;0;63931104;58,73;-98,329
5567;0;63942600;61,01;207,209
5568;0;63954076;63,49;83,13
5569;0;63965576;62,92;-160,574
5570;0;63977056;59,8;-176,706
5571;0;63988552;58,86;33,066
5572;0;64000040;60,56;23,942
5573;0;64011524;59,41;-40,049
5574;0;64023012;59,64;26,989
5575;0;64034496;60,03;-12,624
5576;0;64045984;59,35;-107,466
5577;0;64057480;57,56;-22,193
5578;0;64068964;58,84;153,665
5579;0;64080452;61,09;146,265
5580;0;64091936;62,2;-91,819
5581;0;64103432;58,98;-129,243
5582;0;64114916;59,23;114,052
5583;0;64126404;61,6;141,912
5584;0;64137888;62,49;0
5585;0;64149380;61,6;1,741
5586;0;64160868;62,53;-74,861
5587;0;64172356;59,88;-155,407
5588;0;64183840;58,96;10,885
5589;0;64195324;60,13;112,213
5590;0;64206832;61,54;-20,442
5591;0;64218316;59,66;-129,288
5592;0;64229804;58,57;97,109
5593;0;64241280;61,89;58,777
5594;0;64252772;59,92;-34,801
5595;0;64264268;61,09;127,96
5596;0;64275748;62,86;12,628
5597;0;64287232;61,38;-144,909
5598;0;64298728;59,53;2,61
5599;0;64310224;61,44;-23,934
5600;0;64321708;58,98;-114,507
5601;0;64333192;58,81;124,978
5602;0;64344672;61,85;87,948
5603;0;64356160;60,83;-68,767
5604;0;64367648;60,27;-7,396
5605;0;64379144;60,66;-12,622
5606;0;64390624;59,98;81,432
5607;0;64402108;62,53;107,485
5608;0;64413604;62,45;-16,098
5609;0;64425092;62,16;-191,069
5610;0;64436580;58,06;-356,583
5611;0;64448060;53,97;-9,142
5612;0;64459552;57,85;335,944
5613;0;64471040;61,69;129,655
5614;0;64482536;60,83;-24,369
5615;0;64494020;61,13;16,98
5616;0;64505504;61,22;-81,81
5617;0;64517000;59,25;-71,827
5618;0;64528476;59,57;-67,061
5619;0;64539964;57,71;-24,808
5620;0;64551452;59;126,742
5621;0;64562924;60,62;-61,804
5622;0;64574428;57,58;-97,442
5623;0;64585912;58,38;88,368
5624;0;64597400;59,61;145,804
5625;0;64608888;61,73;-8,702
5626;0;64620384;59,41;-89,192
5627;0;64631872;59,68;89,255
5628;0;64643352;61,46;42,653
5629;0;64654848;60,66;32,213
5630;0;64666324;62,2;-9,579
5631;0;64677816;60,44;-183,203
5632;0;64689304;57,99;-40,484
5633;0;64700788;59,51;77,077
5634;0;64712268;59,76;-45,265
5635;0;64723764;58,47;104,42
5636;0;64735252;62,16;196,292
5637;0;64746740;62,98;-76,18
5638;0;64758224;60,41;-62,685
5639;0;64769712;61,54;50,914
5640;0;64781204;61,58;117,058
5641;0;64792692;64,23;104,457
5642;0;64804180;63,98;-112,35
5643;0;64815656;61,65;-88,353
5644;0;64827156;61,95;90,047
5645;0;64838644;63,72;100,975
5646;0;64850132;64,27;53,534
5647;0;64861620;64,95;-91,012
5648;0;64873096;62,18;-134,947
5649;0;64884592;61,85;-33,937
5650;0;64896080;61,4;-39,178
5651;0;64907564;60,95;-116,228
5652;0;64919052;58,73;-162,779
5653;0;64930540;57,21;-11,316
5654;0;64942028;58,47;132,312
5655;0;64953516;60,25;153,203
5656;0;64965004;61,99;2,613
5657;0;64976480;60,31;-62,25
5658;0;64987976;60,56;27,845
5659;0;64999464;60,95;94,463
5660;0;65010948;62,73;-15,233
5661;0;65022440;60,6;-101,01
5662;0;65033916;60,41;-15,231
5663;0;65045420;60,25;-89,161
5664;0;65056908;58,36;-82,26
5665;0;65068396;58,36;81,418
5666;0;65079876;60,23;142,322
5667;0;65091372;61,63;-40,028
5668;0;65102860;59,31;-221,497
5669;0;65114352;56,54;31,332
5670;0;65125840;60,03;251,742
5671;0;65137312;62,32;177,577
5672;0;65148816;64,11;-45,225
5673;0;65160308;61,28;-188,523
5674;0;65171784;59,78;-57,501
5675;0;65183264;59,96;12,62
5676;0;65194764;60,07;-1,741
5677;0;65206240;59,92;-29,612
5678;0;65217728;59,39;4,786
5679;0;65229224;60,03;-46,578
5680;0;65240700;58,32;-108,355
5681;0;65252204;57,54;27,85
5682;0;65263680;58,96;36,566
5683;0;65275176;58,38;69,614
5684;0;65286664;60,56;167,218
5685;0;65298140;62,22;50,932
5686;0;65309636;61,73;-32,191
5687;0;65321128;61,48;-20,453
5688;0;65332616;61,26;8,274
5689;0;65344092;61,67;43,531
5690;0;65355588;62,26;130,136
5691;0;65367068;64,66;-141,937
5692;0;65378556;59;-258,14
5693;0;65390040;58,73;163,242
5694;0;65401528;62,75;241,907
5695;0;65413024;64,29;16,098
5696;0;65424512;63,12;-198,869
5697;0;65436004;59,72;-89,239
5698;0;65447484;61,07;21,334
5699;0;65458972;60,21;-124,021
5700;0;65470464;58,22;-54,395
5701;0;65481952;58,96;-32,219
5702;0;65493432;57,48;-23,076
5703;0;65504920;58,43;42,218
5704;0;65516408;58,45;59,617
5705;0;65527900;59,8;64,873
5706;0;65539376;59,94;33,101
5707;0;65550860;60,56;-33,09
5708;0;65562344;59,18;-117,018
5709;0;65573848;57,87;23,491
5710;0;65585332;59,72;74,003
5711;0;65596820;59,57;58,788
5712;0;65608296;61,07;33,084
5713;0;65619792;60,33;-89,161
5714;0;65631288;59,02;-19,586
5715;0;65642768;59,88;75,744
5716;0;65654260;60,76;-92,705
5717;0;65665744;57,75;-102,716
5718;0;65677236;58,4;141,838
5719;0;65688728;61,01;60,063
5720;0;65700212;59,78;-36,573
5721;0;65711696;60,17;147,11
5722;0;65723188;63,16;136,641
5723;0;65734676;63,31;-20,456
5724;0;65746164;62,69;-42,218
5725;0;65757652;62,34;-84,916
5726;0;65769128;60,74;-1,742
5727;0;65780620;62,3;-65,709
5728;0;65792108;59,23;-20,449
5729;0;65803604;61,83;189,796
5730;0;65815080;63,59;9,143
5731;0;65826572;62,04;-211,488
5732;0;65838060;58,73;-151,001
5733;0;65849552;58,57;69,638
5734;0;65861036;60,33;100,122
5735;0;65872524;60,87;-82,681
5736;0;65884016;58,43;-130,548
5737;0;65895504;57,87;124,064
5738;0;65906988;61,28;199,373
5739;0;65918476;62,45;-14,363
5740;0;65929964;60,95;-47,433
5741;0;65941456;61,36;-100,087
5742;0;65952944;58,65;-16,107
5743;0;65964428;60,99;159,843
5744;0;65975904;62,32;-23,064
5745;0;65987408;60,46;-164,869
5746;0;65998892;58,53;-35,696
5747;0;66010380;59,64;49,19
5748;0;66021864;59,66;-77,05
5749;0;66033352;57,87;-16,971
5750;0;66044844;59,27;67,015
5751;0;66056332;59,41;173,224
5752;0;66067820;63,25;104,457
5753;0;66079308;61,81;-232,376
5754;0;66090800;57,91;-101,828
5755;0;66102288;59,47;47,449
5756;0;66113772;59;9,143
5757;0;66125256;59,68;22,205
5758;0;66136740;59,51;-27,85
5759;0;66148236;59,04;71,366
5760;0;66159720;61,15;89,208
5761;0;66171216;61,09;-19,592
5762;0;66182688;60,7;-107,958
5763;0;66194188;58,61;-28,276
5764;0;66205676;60,05;133,229
5765;0;66217156;61,67;57,036
5766;0;66228644;61,36;-49,182
5767;0;66240132;60,54;-138,381
5768;0;66251624;58,18;-136,641
5769;0;66263112;57,4;65,297
5770;0;66274596;59,68;108,828
5771;0;66286084;59,9;63,12
5772;0;66297568;61,13;50,914
5773;0;66309064;61,07;35,683
5774;0;66320548;61,95;77,023
5775;0;66332044;62,84;-23,942
5776;0;66343520;61,4;-127,089
5777;0;66355020;59,92;36,541
5778;0;66366508;62,24;54,405
5779;0;66377996;61,17;-71,379
5780;0;66389484;60,6;4,788
5781;0;66400968;61,28;16,104
5782;0;66412460;60,97;9,575
5783;0;66423944;61,5;6,965
5784;0;66435432;61,13;-74,861
5785;0;66446920;59,78;-87,467
5786;0;66458412;59,12;-37,404
5787;0;66469912;58,92;-53,515
5788;0;66481396;57,89;93,592
5789;0;66492884;61,07;211,672
5790;0;66504356;62,75;-20,456
5791;0;66515860;60,6;-124,826
5792;0;66527348;59,88;-164,548
5793;0;66538832;56,82;-73,133
5794;0;66550320;58,2;46,562
5795;0;66561812;57,89;-90,094
5796;0;66573296;56,13;101,828
5797;0;66584792;60,23;155,352
5798;0;66596276;59,7;-41,805
5799;0;66607756;59,27;7,833
5800;0;66619256;59,88;-29,586
5801;0;66630740;58,59;-92,738
5802;0;66642224;57,75;40,049
5803;0;66653712;59,51;140,146
5804;0;66665200;60,97;31,332
5805;0;66676692;60,23;10,879
5806;0;66688180;61,22;101,845
5807;0;66699668;62,57;139,349
5808;0;66711144;64,42;30,461
5809;0;66722648;63,27;-116,127
5810;0;66734136;61,75;-55,71
5811;0;66745624;61,99;-60,944
5812;0;66757108;60,35;-97,945
5813;0;66768596;59,74;-40,042
5814;0;66780084;59,43;7,832
5815;0;66791580;59,92;29,586
5816;0;66803068;60,11;53,553
5817;0;66814548;61,15;-23,503
5818;0;66826044;59,57;-184,508
5819;0;66837528;56,91;-8,706
5820;0;66849016;59,37;144,499
5821;0;66860504;60,23;33,96
5822;0;66871984;60,15;-46,595
5823;0;66883468;59,16;-25,248
5824;0;66894956;59,57;192,81
5825;0;66906444;63,59;167,218
5826;0;66917920;63,41;-100,575
5827;0;66929412;61,28;-55,265
5828;0;66940900;62,14;-24,373
5829;0;66952388;60,72;16,104
5830;0;66963876;62,51;67,897
5831;0;66975364;62,28;-96,606
5832;0;66986856;60,29;-45,265
5833;0;66998340;61,24;94,028
5834;0;67009828;62,45;-122,302
5835;0;67021316;58,43;-177,203
5836;0;67032796;58,38;-16,977
5837;0;67044288;58,04;-77,486
5838;0;67055768;56,6;40,912
5839;0;67067264;58,98;122,323
5840;0;67078740;59,41;48,32
5841;0;67090236;60,09;161,473
5842;0;67101716;63,12;246,301
5843;0;67113216;65,75;-15,231
5844;0;67124696;62,77;-204,633
5845;0;67136184;61,05;-49,617
5846;0;67147672;61,63;106,198
5847;0;67159160;63,49;14,798
5848;0;67170648;61,97;-222,406
5849;0;67182136;58,38;-135,335
5850;0;67193628;58,86;102,698
5851;0;67205116;60,74;39,164
5852;0;67216608;59,76;-45,257
5853;0;67228096;59,7;-31,343
5854;0;67239580;59,04;36,566
5855;0;67251068;60,54;16,974
5856;0;67262556;59,43;109,68
5857;0;67274044;63,06;309,233
5858;0;67285516;66,53;73,145
5859;0;67297012;64,74;-187,489
5860;0;67308504;62,22;-169,337
5861;0;67319984;60,85;-57,046
5862;0;67331468;60,91;-35,714
5863;0;67342944;60,03;-0,871
5864;0;67354436;60,89;67,438
5865;0;67365928;61,58;25,674
5866;0;67377416;61,48;-9,577
5867;0;67388900;61,36;19,596
5868;0;67400380;61,93;37,437
5869;0;67411872;62,22;-30,896
5870;0;67423360;61,22;-36,573
5871;0;67434840;61,38;-12,633
5872;0;67446316;60,93;-97,51
5873;0;67457812;59,14;-99,199
5874;0;67469300;58,65;1,741
5875;0;67480788;59,18;67,038
5876;0;67492272;60,19;-14,801
5877;0;67503760;58,84;-56,136
5878;0;67515252;58,9;26,545
5879;0;67526740;59,45;52,664
5880;0;67538228;60,11;2,611
5881;0;67549716;59,51;-102,752
5882;0;67561196;57,75;-90,964
5883;0;67572692;57,42;-52,645
5884;0;67584180;56,54;-70,521
